Прибор: ;Hydra-L (01); ; Интервал: ;2022-05-05 00:00:00; / ;2022-06-02 00:00:00;
Date;BME280_temp;BME280_pressure;BME280_humidity;
2022-06-01 23:18:24;24.56;751.24;42.29;
2022-06-01 23:19:23;24.55;751.23;42.33;
2022-06-01 23:20:23;24.53;751.23;42.35;
2022-06-01 23:21:24;24.56;751.27;42.23;
2022-06-01 23:22:24;24.54;751.25;42.35;
2022-06-01 23:23:23;24.57;751.27;42.26;
2022-06-01 23:24:23;24.54;751.27;42.35;
2022-06-01 23:25:23;24.53;751.29;42.38;
2022-06-01 23:26:23;24.54;751.3;42.36;
2022-06-01 23:27:27;24.55;751.26;42.34;
2022-06-01 23:28:23;24.54;751.26;42.38;
2022-06-01 23:29:23;24.53;751.27;42.38;
2022-06-01 23:30:23;24.52;751.27;42.39;
2022-06-01 23:31:24;24.53;751.27;42.32;
2022-06-01 23:32:24;24.53;751.26;42.29;
2022-06-01 23:33:23;24.53;751.26;42.27;
2022-06-01 23:34:24;24.5;751.26;42.34;
2022-06-01 23:35:23;24.51;751.23;42.33;
2022-06-01 23:36:23;24.5;751.24;42.36;
2022-06-01 23:37:23;24.51;751.24;42.31;
2022-06-01 23:38:24;24.51;751.22;42.33;
2022-06-01 23:39:24;24.48;751.25;42.38;
2022-06-01 23:40:23;24.5;751.23;42.37;
2022-06-01 23:41:24;24.48;751.22;42.37;
2022-06-01 23:42:23;24.5;751.23;42.35;
2022-06-01 23:43:23;24.5;751.22;42.34;
2022-06-01 23:44:23;24.49;751.24;42.32;
2022-06-01 23:45:23;24.47;751.21;42.42;
2022-06-01 23:46:23;24.46;751.2;42.52;
2022-06-01 23:47:23;24.47;751.19;42.46;
2022-06-01 23:48:23;24.47;751.23;42.46;
2022-06-01 23:49:23;24.48;751.22;42.43;
2022-06-01 23:50:23;24.45;751.19;42.54;
2022-06-01 23:51:23;24.46;751.19;42.5;
2022-06-01 23:52:23;24.44;751.17;42.61;
2022-06-01 23:53:23;24.44;751.18;42.54;
2022-06-01 23:54:23;24.48;751.16;42.47;
2022-06-01 23:55:24;24.44;751.16;42.52;
2022-06-01 23:56:24;24.47;751.15;42.44;
2022-06-01 23:57:23;24.46;751.16;42.45;
2022-06-01 23:58:23;24.44;751.16;42.52;
2022-06-01 23:59:23;24.43;751.16;42.54;
